Time,LH_VisCent_ExStr_1,LH_VisCent_ExStr_2,LH_VisCent_Striate_1,LH_VisCent_ExStr_3,LH_VisCent_ExStr_4,LH_VisCent_ExStr_5,LH_VisPeri_ExStrInf_1,LH_VisPeri_ExStrInf_2,LH_VisPeri_ExStrInf_3,LH_VisPeri_StriCal_1,LH_VisPeri_ExStrSup_1,LH_VisPeri_ExStrSup_2,LH_SomMotA_1,LH_SomMotA_2,LH_SomMotA_3,LH_SomMotA_4,LH_SomMotA_5,LH_SomMotA_6,LH_SomMotA_7,LH_SomMotA_8,LH_SomMotB_Aud_1,LH_SomMotB_Aud_2,LH_SomMotB_S2_1,LH_SomMotB_S2_2,LH_SomMotB_Aud_3,LH_SomMotB_S2_3,LH_SomMotB_Cent_1,LH_SomMotB_Cent_2,LH_DorsAttnA_TempOcc_1,LH_DorsAttnA_TempOcc_2,LH_DorsAttnA_ParOcc_1,LH_DorsAttnA_SPL_1,LH_DorsAttnA_SPL_2,LH_DorsAttnA_SPL_3,LH_DorsAttnB_PostC_1,LH_DorsAttnB_PostC_2,LH_DorsAttnB_PostC_3,LH_DorsAttnB_PostC_4,LH_DorsAttnB_FEF_1,LH_SalVentAttnA_ParOper_1,LH_SalVentAttnA_Ins_1,LH_SalVentAttnA_FrOper_1,LH_SalVentAttnA_FrOper_2,LH_SalVentAttnA_ParMed_1,LH_SalVentAttnA_FrMed_1,LH_SalVentAttnA_FrMed_2,LH_SalVentAttnB_IPL_1,LH_SalVentAttnB_PFCl_1,LH_SalVentAttnB_Ins_1,LH_SalVentAttnB_PFCmp_1,LH_LimbicB_OFC_1,LH_LimbicB_OFC_2,LH_LimbicA_TempPole_1,LH_LimbicA_TempPole_2,LH_LimbicA_TempPole_3,LH_LimbicA_TempPole_4,LH_ContA_Temp_1,LH_ContA_IPS_1,LH_ContA_IPS_2,LH_ContA_IPS_3,LH_ContA_PFCd_1,LH_ContA_PFClv_1,LH_ContA_PFCl_1,LH_ContA_PFCl_2,LH_ContA_PFCl_3,LH_ContA_Cingm_1,LH_ContB_Temp_1,LH_ContB_IPL_1,LH_ContB_PFCl_1,LH_ContB_PFClv_1,LH_ContB_PFClv_2,LH_ContC_pCun_1,LH_ContC_pCun_2,LH_ContC_Cingp_1,LH_DefaultA_IPL_1,LH_DefaultA_PFCd_1,LH_DefaultA_pCunPCC_1,LH_DefaultA_pCunPCC_2,LH_DefaultA_pCunPCC_3,LH_DefaultA_PFCm_1,LH_DefaultA_PFCm_2,LH_DefaultA_PFCm_3,LH_DefaultB_Temp_1,LH_DefaultB_Temp_2,LH_DefaultB_Temp_3,LH_DefaultB_Temp_4,LH_DefaultB_IPL_1,LH_DefaultB_PFCd_1,LH_DefaultB_PFCd_2,LH_DefaultB_PFCd_3,LH_DefaultB_PFCd_4,LH_DefaultB_PFCv_1,LH_DefaultB_PFCv_2,LH_DefaultB_PFCv_3,LH_DefaultB_PFCv_4,LH_DefaultC_IPL_1,LH_DefaultC_Rsp_1,LH_DefaultC_PHC_1,LH_TempPar_1,LH_TempPar_2,RH_VisCent_ExStr_1,RH_VisCent_ExStr_2,RH_VisCent_Striate_1,RH_VisCent_ExStr_3,RH_VisCent_ExStr_4,RH_VisCent_ExStr_5,RH_VisPeri_ExStrInf_1,RH_VisPeri_ExStrInf_2,RH_VisPeri_StriCal_1,RH_VisPeri_ExStrSup_1,RH_VisPeri_ExStrSup_2,RH_VisPeri_ExStrSup_3,RH_SomMotA_1,RH_SomMotA_2,RH_SomMotA_3,RH_SomMotA_4,RH_SomMotA_5,RH_SomMotA_6,RH_SomMotA_7,RH_SomMotA_8,RH_SomMotA_9,RH_SomMotA_10,RH_SomMotA_11,RH_SomMotB_Aud_1,RH_SomMotB_Aud_2,RH_SomMotB_S2_1,RH_SomMotB_S2_2,RH_SomMotB_S2_3,RH_SomMotB_S2_4,RH_SomMotB_Cent_1,RH_DorsAttnA_TempOcc_1,RH_DorsAttnA_ParOcc_1,RH_DorsAttnA_SPL_1,RH_DorsAttnA_SPL_2,RH_DorsAttnA_SPL_3,RH_DorsAttnA_SPL_4,RH_DorsAttnB_PostC_1,RH_DorsAttnB_PostC_2,RH_DorsAttnB_PostC_3,RH_DorsAttnB_PostC_4,RH_DorsAttnB_FEF_1,RH_SalVentAttnA_ParOper_1,RH_SalVentAttnA_PrC_1,RH_SalVentAttnA_Ins_1,RH_SalVentAttnA_Ins_2,RH_SalVentAttnA_FrOper_1,RH_SalVentAttnA_FrMed_1,RH_SalVentAttnA_ParMed_1,RH_SalVentAttnA_ParMed_2,RH_SalVentAttnA_FrMed_2,RH_SalVentAttnB_IPL_1,RH_SalVentAttnB_PFClv_1,RH_SalVentAttnB_PFCl_1,RH_SalVentAttnB_Ins_1,RH_SalVentAttnB_Ins_2,RH_SalVentAttnB_PFCmp_1,RH_LimbicB_OFC_1,RH_LimbicB_OFC_2,RH_LimbicB_OFC_3,RH_LimbicB_OFC_4,RH_LimbicA_TempPole_1,RH_LimbicA_TempPole_2,RH_LimbicA_TempPole_3,RH_LimbicA_TempPole_4,RH_ContA_IPS_1,RH_ContA_IPS_2,RH_ContA_PFCd_1,RH_ContA_PFCl_1,RH_ContA_PFCl_2,RH_ContA_Cingm_1,RH_ContB_Temp_1,RH_ContB_Temp_2,RH_ContB_IPL_1,RH_ContB_IPL_2,RH_ContB_PFCld_1,RH_ContB_PFCld_2,RH_ContB_PFClv_1,RH_ContB_PFClv_2,RH_ContB_PFCmp_1,RH_ContB_PFCld_3,RH_ContC_pCun_1,RH_ContC_pCun_2,RH_ContC_Cingp_1,RH_DefaultA_IPL_1,RH_DefaultA_PFCd_1,RH_DefaultA_pCunPCC_1,RH_DefaultA_PFCm_1,RH_DefaultA_PFCm_2,RH_DefaultA_PFCm_3,RH_DefaultB_Temp_1,RH_DefaultB_AntTemp_1,RH_DefaultB_PFCd_1,RH_DefaultB_PFCv_1,RH_DefaultC_IPL_1,RH_DefaultC_Rsp_1,RH_DefaultC_PHC_1,RH_TempPar_1,RH_TempPar_2,RH_TempPar_3,RH_TempPar_4
1.52,3.1721,3.8809,3.4176,4.1722,3.1704,3.6881,2.7014,3.3848,4.2141,4.5391,4.3915,3.9075,4.7721,3.8201,3.8257,3.7053,3.4586,4.3849,3.9355,3.9448,3.5111,4.3546,2.8976,4.0611,4.5182,3.9774,4.2723,3.1942,4.6237,3.5867,3.2982,3.353,4.2778,3.8053,3.5507,2.8299,4.2778,4.1985,3.4698,3.5368,-2.7505,-1.8522,-1.3259,-1.7572,-2.583,-2.8046,-2.3764,-2.6613,-2.7932,-2.7937,-2.228,-2.4954,-2.5076,-2.5146,-2.4483,-2.0542,-1.7924,-2.5151,-2.971,-2.7494,-2.8757,-3.0364,-2.5256,-2.3654,-2.7298,-2.4326,-2.6247,-2.543,-2.523,-1.7343,-2.4901,-1.7609,-2.6157,-1.9309,-2.56,-2.8973,-1.758,-2.8832,-2.1692,-2.617,-2.8178,-1.7174,-2.4896,-2.7465,-1.5917,-1.7175,-2.1632,-1.4662,-3.0313,-1.7754,-1.8501,-1.995,-2.5174,-1.9646,-2.5216,-2.7765,-3.3208,-2.8707,-1.6599,-2.5047,-2.6516,-2.2247,-1.675,-2.748,-2.6466,-2.7446,-2.9454,-2.6212,-1.9082,-2.3914,-2.4906,-1.7255,-2.3779,-2.2641,-2.2984,-2.8908,-3.0859,-1.908,-2.7652,-3.7167,3.123,4.0315,3.7436,3.6652,2.96,3.4975,3.4442,4.1641,3.5528,3.3218,3.2577,4.3651,3.6253,3.9477,3.6307,2.6651,4.0832,4.0697,4.0976,3.9133,3.674,4.2587,3.0546,2.7936,3.1092,4.2881,4.0736,4.3493,3.1659,4.5335,2.4689,2.5441,2.6632,3.5563,2.303,3.263,2.8967,2.668,2.8091,2.4949,2.3058,2.7227,1.6114,2.6341,3.1699,2.54,2.3142,3.2891,1.8677,2.0791,2.0658,1.8,1.7009,2.8732,1.2749,1.122,2.4508,1.4412,1.6927,1.9207,2.4685,2.0267,2.5733,1.6636,1.8021,1.5472,1.4862,2.4032,1.7172,2.4345,1.2885,2.2547,1.7967,2.416,2.3432,2.1536,1.4769,1.6476,2.6034,2.0656
1.524,4.0764,5.015,4.6282,5.3515,4.4004,4.7493,3.9992,4.6553,5.1408,5.7957,5.6464,4.9229,6.0823,4.8093,4.9366,5.0467,4.0095,5.4981,4.8224,4.9415,4.301,5.5259,3.8518,4.8647,5.7875,5.1012,5.3897,3.8872,5.6247,4.5306,4.2862,3.9138,5.0497,4.627,4.6684,3.4715,5.1814,5.3253,4.4874,4.819,-3.245,-1.97,-1.4837,-2.3674,-3.3369,-3.2194,-2.944,-3.035,-3.1967,-3.4509,-2.8478,-3.0015,-2.7432,-3.0809,-3.0004,-2.8392,-2.001,-2.7427,-3.7005,-3.545,-3.6583,-3.5216,-3.0836,-2.6046,-3.2793,-2.7543,-3.1622,-3.0746,-3.0155,-1.9193,-3.3456,-1.9748,-2.9765,-2.1937,-2.8283,-3.3314,-2.4342,-3.4471,-2.8807,-3.0969,-2.7424,-1.7306,-2.8145,-2.9257,-1.7477,-2.0193,-2.2523,-1.1632,-3.0655,-1.5362,-1.814,-2.0535,-2.6129,-1.9687,-2.9284,-2.8826,-3.5738,-2.9723,-1.5437,-2.7676,-2.4166,-2.3361,-1.6565,-2.944,-3.0474,-3.3394,-3.1735,-2.8055,-1.9685,-2.7616,-2.551,-1.976,-2.4879,-2.3033,-2.6096,-2.9879,-3.4153,-1.8999,-3.2341,-4.1194,3.5929,4.2096,4.4525,3.8065,3.4979,3.6691,3.5946,4.5322,3.8037,3.5944,3.5243,4.8028,3.5368,4.2956,4.1151,2.6916,4.2958,4.2946,4.2774,3.9994,4.0166,4.3513,3.1591,2.9416,3.6366,4.7453,4.5218,4.6166,3.4416,5.0415,2.4517,2.3553,3.026,3.8645,2.4343,3.2321,3.2105,2.8192,3.3534,2.4171,2.2144,2.74,1.7409,2.8883,3.2845,2.7154,2.2993,3.5118,1.6711,2.0374,2.0766,2.2066,1.8984,3.385,1.1375,1.9203,2.7677,1.5284,2.156,2.2049,3.429,2.2361,3.0199,1.568,2.2001,2.0708,1.7784,2.9031,2.223,3.0241,1.8514,2.7252,2.2696,2.8546,3.0475,2.7137,1.6909,1.9247,2.9503,2.7605
1.528,4.5184,5.369,5.2739,5.8162,4.8074,5.2808,4.3295,5.1331,6.0692,6.2634,6.4341,5.4059,6.309,5.3269,5.4003,5.3813,4.3799,5.8743,5.1775,5.5833,4.9791,6.2212,4.3364,4.9523,6.6522,5.6222,5.7078,4.2224,6.4163,4.8255,4.7664,4.231,5.4618,5.0251,5.1453,3.8636,5.32,6.0135,4.9735,5.5895,-3.9305,-2.4262,-1.9698,-2.6317,-3.7798,-3.8924,-3.477,-3.4047,-3.7094,-4.0788,-3.6005,-3.4982,-3.2681,-3.1774,-3.4326,-3.3608,-2.3875,-3.0526,-4.4418,-4.122,-4.5317,-4.2989,-3.7153,-2.8886,-3.6185,-3.4806,-3.765,-3.7952,-3.5902,-2.0446,-3.6293,-2.2803,-3.5713,-2.6322,-3.2897,-3.8865,-2.9372,-4.1707,-3.5935,-3.3644,-2.9946,-1.9438,-3.2401,-3.1292,-2.0645,-1.8947,-2.4347,-1.1473,-2.9085,-1.811,-1.8752,-2.315,-2.9503,-1.8092,-3.3111,-3.1391,-3.9545,-3.0553,-2.0497,-2.9965,-2.3092,-2.735,-1.5815,-3.0548,-3.2055,-3.7114,-3.3157,-2.9103,-2.1105,-3.2431,-2.822,-2.0232,-2.8688,-2.3819,-3.0082,-3.088,-3.7751,-1.9722,-3.3843,-4.3847,3.4555,3.8944,4.769,3.5123,3.7402,3.8568,3.436,4.4633,3.7316,3.629,3.8124,4.9742,3.5027,4.5398,4.0137,2.6722,4.4941,4.5428,4.7512,4.0265,4.0671,4.38,3.3435,2.8861,3.9051,4.8478,4.2848,5.0235,3.3322,4.8732,2.4545,2.4089,3.2759,4.0029,2.478,3.2144,3.4785,3.1682,3.3117,2.6804,2.269,2.9544,1.8996,3.4474,3.4256,3.0576,2.4384,3.6959,1.5635,2.0339,1.8771,2.5462,2.0568,3.2745,1.0851,2.1973,2.6731,1.2028,2.2975,2.2894,3.6933,2.1267,3.034,1.3839,2.4178,1.9965,1.8417,2.8885,2.3042,2.909,1.8751,3.1989,2.5668,2.9077,3.2,2.8028,1.6866,1.7149,3.2031,2.9486
1.532,4.5109,5.278,4.9662,5.7817,4.6135,5.5832,4.0742,5.047,6.1171,6.2676,6.5503,5.3821,6.3823,5.4194,5.1226,5.066,4.2206,5.8272,5.0774,5.6021,5.1979,6.4407,4.1326,4.8728,6.4577,5.3871,5.7334,3.9437,6.361,4.449,4.6443,4.1862,5.6327,4.7535,5.3069,3.8205,5.3677,5.9551,4.6811,5.7133,-4.5808,-2.8357,-2.6753,-3.0622,-4.3705,-4.2096,-3.7494,-3.7589,-4.3168,-4.5632,-4.1868,-4.5505,-3.7199,-3.727,-3.9849,-3.8743,-2.8667,-3.5415,-4.8622,-4.6949,-4.7099,-5.0464,-4.2305,-3.684,-4.5248,-3.7634,-4.063,-4.3394,-4.2741,-2.4638,-4.2558,-3.1139,-4.124,-2.9782,-3.897,-4.2363,-3.3683,-4.6794,-4.0112,-4.1931,-3.4815,-1.7563,-3.2614,-3.3841,-2.229,-1.7502,-2.6084,-1.4391,-3.0069,-2.1222,-2.1284,-2.9021,-3.2706,-2.3104,-3.5302,-3.1395,-4.1308,-3.2629,-1.932,-2.9171,-2.6296,-2.9145,-1.7978,-3.2136,-3.2869,-4.0957,-3.46,-2.892,-2.36,-3.373,-3.0819,-2.4038,-3.2225,-2.5245,-3.3659,-3.0471,-4.0748,-2.0022,-3.2007,-4.4558,2.8259,3.5302,4.2947,3.2735,3.361,3.7401,3.1761,4.2122,3.4143,3.3443,3.5486,4.5075,3.3543,4.3464,3.7195,2.6229,4.1571,4.2997,4.5984,3.6473,4.0173,4.3224,2.6275,2.3191,3.5848,4.4914,4.044,4.9921,3.1615,4.4064,2.5385,2.5403,2.8815,3.9057,2.298,3.7893,3.0926,3.0688,3.0957,2.8051,2.0929,2.9147,1.7981,3.1899,3.6632,3.0452,2.4831,3.5588,1.4415,2.0477,1.6856,2.1636,2.1106,3.0741,0.91825,1.8263,2.3682,0.81561,1.9696,1.8601,3.5314,2.019,2.8322,1.423,1.9692,1.5114,1.7577,2.4394,2.0822,2.5231,1.8522,3.1236,2.337,2.498,2.8585,2.4761,1.6668,1.4436,2.8207,2.8113
1.536,4.8305,5.3022,5.1694,5.7306,4.752,5.5516,4.2823,5.4119,6.216,6.5969,6.6425,5.5079,6.5867,5.6102,5.2337,5.6062,4.2995,5.9195,5.0683,6.0138,5.3797,6.7705,4.1578,5.1318,6.5855,5.624,6.0291,4.2041,6.5906,4.5999,4.963,4.5142,5.7899,5.2079,5.517,3.9514,5.7716,6.0253,4.7564,5.5603,-4.9352,-3.3525,-3.2237,-3.4997,-4.6577,-4.5138,-4.344,-4.1688,-4.6907,-4.9963,-4.4201,-4.7796,-4.0457,-4.1049,-4.6071,-4.2732,-3.2308,-4.0751,-5.4171,-4.993,-4.8486,-5.2115,-4.7028,-4.2817,-4.9418,-3.7426,-4.7975,-4.5138,-4.428,-2.7004,-4.6739,-3.2441,-4.5366,-3.6593,-4.1549,-4.5072,-3.6381,-4.9956,-4.2505,-4.8381,-3.2706,-1.6526,-3.5274,-3.6201,-2.2735,-1.6998,-2.5665,-1.6915,-3.229,-2.0811,-1.9809,-2.6901,-3.1236,-2.2043,-3.5408,-3.3244,-3.8473,-3.432,-1.8993,-2.7397,-2.7558,-2.542,-1.9743,-3.1192,-3.4339,-3.9101,-3.2138,-2.7686,-2.2829,-3.2487,-2.9269,-2.3639,-2.9416,-2.6921,-3.4854,-3.4763,-4.0063,-2.0856,-3.4671,-4.6123,2.5862,3.4768,3.8591,2.9497,2.9322,3.3304,2.587,3.8066,3.1186,2.7391,2.7689,4.1207,2.8218,3.8538,3.6221,1.9853,3.9693,3.8214,4.0146,3.3874,3.8482,3.9767,2.4412,1.7005,3.2566,4.192,3.9953,4.5921,2.7376,4.203,2.7159,2.3134,2.5341,3.7195,2.1165,3.8102,3.0035,2.8086,2.6415,2.556,2.164,2.8086,1.8879,2.8448,3.689,3.0791,2.2738,3.4859,1.4535,1.8439,1.3765,1.7851,1.7754,3.1143,0.78377,1.6397,2.0858,0.6523,1.6131,1.7176,3.3377,1.7769,2.6752,1.4763,1.6608,1.3711,1.5255,1.9399,2.0551,2.4383,1.3977,2.8116,2.5136,2.5284,2.3554,2.2807,1.1583,1.4697,2.4365,2.7551
1.54,4.362,4.596,4.7647,5.3495,4.452,4.9474,3.9002,4.9597,5.9868,5.757,6.0053,5.0163,6.0981,4.9374,4.7076,4.8736,3.8301,5.3001,4.5946,5.5146,4.6435,5.7363,3.852,4.6372,6.2447,4.9491,5.8293,4.0297,6.1522,4.1815,4.5457,4.199,5.2168,5.0294,5.281,3.4224,5.4658,5.5247,4.3356,5.0028,-5.3473,-4.1869,-3.8866,-4.0819,-4.9446,-5.3625,-5.1426,-4.9204,-5.0596,-5.3332,-4.9469,-5.2214,-4.5672,-4.9399,-5.1833,-5.0395,-4.217,-4.5148,-6.0357,-5.6475,-5.2853,-5.7012,-5.1269,-4.8312,-5.3951,-4.3797,-5.2383,-5.2325,-4.9695,-3.5309,-5.3619,-3.9674,-5,-4.395,-4.5343,-5.2203,-4.442,-5.5176,-4.7014,-5.3544,-3.5538,-1.8165,-3.6512,-3.5354,-2.4206,-1.9883,-2.5497,-1.6415,-3.1107,-1.9159,-1.6943,-2.455,-3.1093,-2.2267,-3.485,-3.1267,-3.7718,-3.1776,-2.0755,-2.7413,-2.6546,-2.7363,-2.0619,-2.7948,-3.2787,-4.0437,-3.4061,-3.2078,-2.4626,-3.5577,-3.2152,-2.3359,-2.7095,-3.0319,-3.6311,-3.5724,-4.1617,-2.2288,-3.4783,-4.7214,1.8706,2.6912,3.1391,2.5272,2.3683,2.3927,1.9129,2.9081,2.811,2.2891,2.0458,3.5603,2.1308,3.1555,3.0246,1.3526,3.2291,2.9416,3.4494,2.612,2.9842,3.5193,2.075,1.1741,2.5068,3.7242,3.2249,3.8216,2.2809,3.5997,2.6156,2.1236,2.3707,3.3306,1.898,3.2226,2.8295,2.5459,2.2457,2.4802,1.9114,2.9781,1.7359,2.6415,3.4844,2.78,2.2089,3.4671,1.3884,1.3982,1.4057,1.6532,1.7547,2.9083,0.44194,0.92803,1.2848,0.32425,1.2937,1.1089,2.6789,1.126,2.2029,0.67927,1.2201,0.77591,0.92557,1.5614,1.1489,1.5982,0.88349,2.0885,1.8726,1.5991,1.957,1.6492,0.61833,1.0566,1.7056,2.1672
1.544,6.1042,6.5395,6.5083,7.0363,6.5628,6.9804,5.5638,7.1493,7.7848,7.6333,7.7365,6.7435,8.0088,6.8407,6.3636,6.5402,5.6687,7.4005,6.5528,7.612,6.4266,7.5988,5.5003,6.3213,8.028,7.0011,7.7194,6.0745,8.1419,6.0891,6.6616,6.059,7.5092,7.1423,7.3096,5.1904,7.4935,7.6834,6.0469,7.2517,-5.6976,-4.0145,-3.3028,-3.8994,-5.4926,-5.7164,-5.4798,-5.1678,-5.0207,-5.7403,-4.9293,-5.0194,-4.581,-4.5813,-5.4786,-4.764,-3.8339,-4.3327,-5.6617,-5.3203,-5.3708,-6.1125,-5.5572,-4.734,-5.8577,-4.1437,-5.1074,-4.807,-5.0275,-3.2692,-5.325,-3.8946,-5.0105,-4.4847,-5.1353,-5.3401,-4.3604,-5.4035,-5.1047,-4.928,-3.0111,-1.2091,-3.2884,-3.1892,-1.6369,-0.94029,-2.1685,-1.2802,-2.5741,-1.3794,-1.0654,-1.7839,-2.7938,-2.1183,-3.0781,-2.667,-3.6789,-2.6782,-1.7125,-2.0416,-2.0305,-2.4912,-1.7,-2.5455,-3.6691,-3.9082,-2.7157,-2.6715,-1.9756,-3.2354,-3.0793,-2.1358,-2.1115,-1.9926,-2.9004,-2.6173,-4.0439,-1.9726,-3.2048,-4.6934,2.1249,1.9196,3.0809,1.5932,2.2671,2.277,1.873,2.5584,2.3511,2.0146,2.1189,3.0592,1.5367,2.9611,2.6507,1.2251,2.7266,2.6896,3.2692,2.2823,2.8014,3.2299,1.3881,0.88013,2.2541,3.5753,3.1937,3.7591,1.8501,3.4206,2.8887,2.3427,2.7697,3.7625,2.7099,3.2729,3.2519,2.2922,2.7766,2.4855,1.8508,3.0744,2.1004,3.5077,3.7765,3.0034,1.9916,3.9342,1.0966,1.6325,1.4961,2.4202,1.9739,2.7702,0.086211,1.7667,2.0397,0.71565,1.9319,1.9785,3.3655,1.5739,2.9162,1.274,2.3895,1.5387,1.5557,2.2366,1.6958,1.9262,1.1404,3.0256,2.8857,2.2526,2.8161,2.433,1.4139,1.4252,2.6397,3.1995
1.548,6.8324,7.2478,7.3606,7.5801,7.6116,7.8841,5.9638,8.2311,8.4285,8.7521,8.6497,7.3153,8.5297,7.6296,7.2277,7.4506,6.427,8.3287,7.1269,8.74,7.1479,8.3798,6.0013,6.5933,8.9056,7.7811,8.6691,6.6682,8.724,6.3916,7.2999,6.9695,8.6089,7.9471,7.7915,5.8364,7.7815,8.2315,6.7204,8.1247,-5.5212,-3.9678,-3.2043,-3.9705,-5.6802,-6.0351,-5.4582,-5.574,-5.057,-5.8818,-5.4479,-5.0355,-4.6242,-4.75,-5.8202,-4.9213,-3.9742,-4.3373,-5.7124,-5.4102,-5.2852,-6.1441,-5.7673,-5.1523,-5.5921,-3.9934,-5.0512,-4.8069,-5.0553,-3.3382,-5.2603,-3.8876,-5.0211,-4.8158,-5.7216,-5.1974,-4.8484,-5.6032,-5.2083,-5.0977,-2.5008,-0.97142,-2.8559,-2.8669,-1.2553,-0.67483,-1.6847,-0.7352,-2.0437,-0.83858,-0.57463,-1.5627,-2.3775,-1.8968,-2.5884,-2.2322,-3.6299,-2.2297,-1.4344,-1.5521,-1.5188,-2.1324,-1.275,-2.0957,-3.5535,-3.5503,-2.1591,-2.0056,-1.257,-2.4966,-2.7978,-1.9087,-1.6993,-1.2963,-2.5549,-2.0493,-3.7985,-1.3278,-2.9463,-4.6536,1.5161,1.3966,2.6981,0.92417,1.5838,1.9308,1.4811,2.2937,1.7008,1.3273,1.416,2.5448,0.89076,2.7141,2.3494,0.96766,2.0519,1.8354,2.6783,2.1101,2.3599,2.2704,0.92734,0.53992,2.0231,2.9225,2.56,3.6332,1.2868,2.8857,3.2307,2.1555,2.8617,3.7948,2.7434,3.4203,3.5572,2.1526,2.773,2.4116,2.1872,2.853,2.0003,3.6311,3.8292,3.0292,2.1141,4.0935,1.0384,1.8387,1.3015,2.4436,1.7055,2.6903,-0.11577,1.9996,1.7343,0.72476,1.4964,2.1022,3.2677,1.7103,2.8132,1.168,2.2589,1.4211,1.4,1.8872,1.9697,2.0933,1.5323,3.0431,3.1266,2.5841,2.9874,2.5932,1.4747,1.0118,2.7223,3.2749
1.552,6.7778,7.421,7.2388,7.6544,7.7212,8.0815,6.0795,8.2065,8.452,8.7122,8.5121,6.9501,8.3323,7.6913,6.9105,7.4511,6.0763,8.3952,7.2593,8.5194,7.1672,8.3534,6.1305,6.5147,8.8871,7.6047,8.7313,6.4537,8.6886,6.6922,7.6401,7.1898,8.2144,7.7201,7.8167,5.9866,7.8551,8.0892,6.518,8.1155,-5.5782,-4.171,-3.468,-4.3376,-5.8172,-6.0064,-5.1962,-5.8072,-5.4438,-6.2559,-5.4027,-5.1903,-4.6891,-4.7603,-5.9901,-5.176,-3.8703,-4.3174,-5.5906,-5.6306,-5.6283,-6.381,-5.6183,-5.2587,-5.6248,-4.1964,-5.1278,-4.8423,-4.7688,-3.6745,-5.6846,-3.8184,-5.1521,-4.9708,-5.7532,-5.2285,-5.0206,-5.4755,-5.3131,-5.3169,-2.0455,-0.37985,-2.7925,-2.6019,-1.1229,-0.57109,-1.2248,-0.62717,-1.7239,-0.38672,-0.35987,-1.1123,-1.9871,-1.9102,-2.1812,-1.5695,-3.2727,-1.9024,-0.9323,-1.3547,-1.3348,-1.7529,-0.79465,-1.1415,-3.1075,-3.1856,-1.658,-1.5495,-0.97856,-2.0743,-2.2762,-1.694,-1.337,-0.98943,-2.3389,-1.5539,-3.719,-0.60791,-2.8546,-4.4986,0.77237,0.71186,1.7941,0.55916,1.0282,1.0721,0.65585,1.5218,0.96067,0.66762,0.65072,1.7889,0.36548,2.0637,1.3803,0.021317,1.325,1.1527,1.9576,1.6528,1.5857,1.2566,0.12577,-0.086935,1.2415,2.1618,1.8647,2.6121,0.71794,2.1027,3.0218,2.0052,2.5976,3.6772,2.8514,3.4496,3.5427,1.8086,2.7693,2.0184,2.2913,2.9587,1.853,3.2709,3.639,3.0687,1.9903,4.1136,1.0656,1.3385,1.2142,2.2573,1.4291,2.3834,-0.34192,1.6032,1.2853,0.52382,0.8292,1.6905,2.9124,1.4475,2.3495,0.41636,1.893,0.84763,1.3625,1.5595,1.8038,1.4739,1.4966,2.6209,2.6665,1.885,2.5576,2.2653,1.1555,0.73928,2.5333,2.8203
1.556,5.0147,5.954,5.5688,6.1175,6.2928,6.389,4.6802,6.3759,6.9452,6.9451,6.6876,5.5634,6.5973,5.9131,5.6535,5.7366,4.7869,6.8972,5.4486,6.6751,5.9109,6.4502,4.8264,5.2939,6.9188,6.0911,7.3751,4.8302,6.8362,5.3384,5.9869,5.642,6.3161,6.0729,6.4949,4.6748,6.0343,6.4254,4.9315,6.711,-5.9337,-4.8196,-4.3151,-4.8579,-5.7229,-5.9841,-5.6199,-6.015,-5.7463,-6.3523,-5.8754,-5.3874,-4.9914,-5.3106,-6.3055,-5.3361,-4.2549,-4.8029,-5.8932,-5.726,-6.0184,-6.3401,-5.4746,-5.2468,-5.98,-5.1101,-5.4316,-5.2975,-5.4263,-4.3444,-5.838,-4.6009,-5.8945,-5.4038,-5.956,-5.8044,-5.5368,-5.5218,-5.5835,-5.5422,-1.7078,-0.66947,-2.8613,-2.2461,-1.1325,-0.48965,-1.178,-0.99373,-1.4866,-0.59569,-0.49639,-0.96709,-1.769,-1.8419,-1.8451,-1.4537,-2.6243,-1.5888,-0.73404,-0.99656,-1.4898,-1.6233,-0.85137,-0.88791,-2.8113,-2.8842,-1.5638,-1.5359,-1.0125,-2.2695,-1.9575,-1.4291,-1.1276,-1.0562,-2.4683,-1.358,-3.0404,-0.58417,-2.5412,-3.6118,-0.37425,0.18721,0.85075,-0.37145,0.1673,0.13417,-0.33088,0.32997,-0.17547,-0.099645,-0.045564,0.765,-0.63283,1.0184,0.24683,-0.91461,0.73445,0.19514,0.60946,0.74915,0.60024,0.36987,-0.79278,-1.129,0.41492,0.93419,0.8409,1.3461,-0.2711,1.1152,2.386,1.7339,2.2089,3.007,2.1546,2.7143,2.6684,1.6193,2.1546,1.568,1.957,2.2947,1.5649,2.503,2.8676,2.4034,1.1786,3.1254,1.0364,1.3088,0.99898,2.0246,0.95246,1.5384,-0.43515,0.38346,0.1983,-0.44574,-0.34337,0.23264,1.2776,0.33734,0.96792,-0.8749,0.49663,-0.28092,0.14382,0.46412,0.48063,0.052873,0.41712,1.5739,1.2446,0.68226,1.229,1.1628,0.062561,-0.49135,0.91943,1.6994
